"WORD_ID";"SPELLING";"PART_OF_SPEECH_01_ID";"PART_OF_SPEECH_02_ID";"PART_OF_SPEECH_03_ID";"PART_OF_SPEECH_04_ID";"PART_OF_SPEECH_05_ID";"PRONUNCIATION"
"01926";"kjeller";"21";;;;;"çeler"
"01927";"kjemme";;;;;;
"01928";"kjempe";;;;;;"çempe"
"01929";"kjempebra";;;;;;
"01930";"kjenne";;;;;;"çene"
"01931";"kjenne etter";;;;;;
"01932";"kjennskap";;;;;;"çenska:p"
"01933";"kjent";;;;;;"çent"
"01934";"kjerne";;;;;;"çæ:rne"
"01935";"kjerring";;;;;;"çæriŋ"
"01936";"kjevle";;;;;;
"01937";"kjip";"01";;;;;"çi:p"
"01938";"kjole";"20";;;;;"ço:le"
"01939";"kjær";"01";;;;;"çæ:r"
"01940";"kjære";;;;;;"çæ:re"
"01941";"kjæreste";;;;;;"çæ:reste"
"01942";"kjærlig";"02";;;;;"çæ:rli"
"01943";"kjærlighet";;;;;;"çæ:rlihe:t"
"01944";"kjøkken";;;;;;"çøk(e)n"
"01945";"kjøledisk";;;;;;
"01946";"kjøleskap";;;;;;"çø:leska:p"
"01947";"kjølig";;;;;;"çø:li"
"01948";"kjønn";;;;;;"çøn"
"01949";"kjøp";;;;;;"çø:p"
"01950";"kjøpe";;;;;;"çø:pe"
"01951";"kjøpesenter";;;;;;"çø:pesenter"
"01952";"kjøre";;;;;;"çø:re"
"01953";"kjøtt";;;;;;"çøt"
"01954";"kjøttkake";"12";"20";;;;"çøtka:ke"
"01955";"kl";"14";;;;;"klåka"
"01956";"klage";;;;;;"kla:ge"
"01957";"klappe";;;;;;"klape"
"01958";"klar";;;;;;"kla:r"
"01959";"klare";;;;;;"kla:re"
"01960";"klare seg";;;;;;
"01961";"klasse";"12";"20";;;;"klase"
"01962";"klasserom";;;;;;
"01963";"klassisk";;;;;;
"01964";"klatre";;;;;;"klatre"
"01965";"klatrekurs";;;;;;
"01966";"klatrevegg";;;;;;
"01967";"kle";;;;;;"kle:"
"01968";"kle på";;;;;;
"01969";"kle på seg";;;;;;
"01970";"klekke";;;;;;
"01971";"klekkes";;;;;;
"01972";"klem";;;;;;"klem"
"01973";"klemme";;;;;;
"01974";"klesdrakt";"12";"20";;;;"kle:sdrakt"
"01975";"klikk";"23";"25";;;;"klik"
"01976";"klikk (2)";"20";;;;;"klik"
"01977";"klikke";"35";;;;;"klike"
"01978";"klima";;;;;;"kli:ma"
"01979";"klimatype";;;;;;
"01980";"klinge";"39";;;;;"kliŋe"
"01981";"klinikk";"20";;;;;"klinik"
"01982";"klippe";;;;;;"klipe"
"01983";"klissete";"03";;;;;"klisete"
"01984";"klode";;;;;;"klo:de"
"01985";"klok";;;;;;"klo:k"
"01986";"klokke";"11";;;;;"klåke"
"01987";"klovne";;;;;;
"01988";"klubb";"20";;;;;"klub"
"01989";"klut";;;;;;
"01990";"klype";"39";;;;;"kly:pe"
"01991";"klyve";"39";;;;;"kly:ve"
"01992";"klær";"29";;;;;"klæ:r"
"01993";"km";"14";;;;;"kilome:ter"
"01994";"knabbe";;;;;;
"01995";"knapp";;;;;;"knap"
"01996";"knapt";;;;;;"knapt"
"01997";"kne";;;;;;"kne:"
"01998";"knekke";"39";;;;;"kneke"
"01999";"knekke (2)";"39";;;;;"kneke"
"02000";"knele";;;;;;
"02001";"kneppe opp";;;;;;
"02002";"knipe";"39";;;;;"kni:pe"
"02003";"kniv";;;;;;"kni:v"
"02004";"knuse";;;;;;"knu:se"
"02005";"knytte";;;;;;"knyte"
"02006";"kobber";;;;;;"kober"
"02007";"koble av";;;;;;
"02008";"kode";"20";;;;;"ko:de"
"02009";"kode (2)";"35";;;;;"ko:de"
"02010";"koffert";;;;;;"kofert"
"02011";"koke";;;;;;"ko:ke"
"02012";"koke opp";;;;;;
"02013";"kokk";"20";;;;;"kåk"
"02014";"kokt";;;;;;
"02015";"kollega";;;;;;"ko'le:ga"
"02016";"kollektiv";"01";;;;;"kålek'ti:v"
"02017";"kollektiv (2)";"27";;;;;"kålektiv"
"02018";"kollektivfelt";;;;;;
"02019";"kolli";"27";;;;;"kåli"
"02020";"kolonial";;;;;;"kolonia:l"
"02021";"komfor";;;;;;
"02022";"komfortabel";"05";;;;;"komfårta:bel"
"02023";"komfyr";;;;;;
"02024";"komma";;;;;;
"02025";"komme";"39";;;;;"kåme"
"02026";"komme an på";"39";;;;;"kåme an på:"
"02027";"komme av at";;;;;;
"02028";"komme fram";;;;;;
"02029";"komme inn på";;;;;;
"02030";"komme seg";"39";;;;;"kåme sæi"
"02031";"kommentar";;;;;;
"02032";"kommentere";;;;;;
"02033";"kommisjon";;;;;;
"02034";"kommode";"20";;;;;"ko'mo:de"
"02035";"kommunal";"01";;;;;"komu'na:l"
"02036";"kommune";;;;;;"komu:ne"
"02037";"kompass";"20";"27";;;;"kom'pas"
"02038";"kompetanse";;;;;;
"02039";"kompis";"20";;;;;"kompis"
"02040";"komplisert";;;;;;
"02041";"konditori";;;;;;"kondito'ri:"
"02042";"konduktør";;;;;;"konduk'tø:r"
"02043";"kone";"12";"20";;;;"ko:ne"
"02044";"konfirmant";;;;;;
"02045";"konfirmasjon";;;;;;
"02046";"konfirmere seg";;;;;;
"02047";"konflikt";;;;;;
"02048";"konge";;;;;;"kåŋe"
"02049";"kongefamilie";;;;;;
"02050";"konkret";;;;;;
"02051";"konkurranse";;;;;;"konku'ranse"
"02052";"konkurrere";;;;;;
"02053";"konkurs";;;;;;
"02054";"konsekvens";;;;;;
"02055";"konsentrere seg";;;;;;
"02056";"konsern";;;;;;
"02057";"konsert";;;;;;
"02058";"konserthus";;;;;;
"02059";"konservativ";"01";;;;;"kon'særvati:v"
"02060";"konservere";"36";;;;;"konsær've:re"
"02061";"konstabel";"23";;;;;"kon'sta:bel"
"02062";"konstitusjon";;;;;;
"02063";"kontakt";;;;;;"kon'takt"
"02064";"kontakte";;;;;;
"02065";"kontant";"02";;;;;"kon'tant"
"02066";"kontant (2)";"20";;;;;"kon'tant"
"02067";"konto";"23";;;;;"kånto"
"02068";"kontor";;;;;;"kon'to:r"
"02069";"kontrakt";"20";;;;;"kontrakt"
"02070";"kontroll";"20";;;;;"kontrål"
"02071";"kontrollere";;;;;;"kontro'le:re"
"02072";"konversere";;;;;;
"02073";"konvolutt";;;;;;"konvo'lut"
"02074";"kopi";"20";;;;;"ko'pi:"
"02075";"kopiere";"36";;;;;"kopi'e:re"
"02076";"kopp";;;;;;"kåp"
"02077";"kopper";;;;;;"koper"
"02078";"kopper (2)";;;;;;"koper"
"02079";"korrekt";;;;;;
"02080";"kors";;;;;;"kårs"
"02081";"korse seg";;;;;;
"02082";"korsfestelse";;;;;;
"02083";"kort";;;;;;"kårt"
"02084";"kort (2)";;;;;;"kårt"
"02085";"kortermet";;;;;;
"02086";"kortklipt";;;;;;
"02087";"kose";;;;;;"ko:se"
"02088";"kose seg";;;;;;"ko:se sæi"
"02089";"koselig";"02";;;;;"ko:seli"
"02090";"kosovo";"15";;;;;
"02091";"kost";;;;;;
"02092";"koste";;;;;;"kåste"
"02093";"kostnad";"20";;;;;"kåstnad"
"02094";"kr";;;;;;
"02095";"krabbe";;;;;;"krabe"
"02096";"kraft";;;;;;"kraft"
"02097";"kraftig";"02";;;;;"kraft"
"02098";"krangle";"35";;;;;"kraŋle"
"02099";"krans";;;;;;
"02100";"krav";;;;;;"kra:v"
"02101";"kreativ";;;;;;
"02102";"kredittkort";;;;;;
"02103";"krem";"20";;;;;"kre:m"
"02104";"kresen";;;;;;"kre:sen"
"02105";"krets";;;;;;"krets"
"02106";"kreve";;;;;;"kre:ve"
"02107";"krevende";"03";;;;;"kre:vene"
"02108";"KRF";;;;;;
"02109";"krig";"20";;;;;"kri:g"
"02110";"krige";"35";;;;;"kri:ge"
"02111";"kriminell";;;;;;
"02112";"krise";;;;;;
"02113";"kristen";"05";;;;;"krist(e)n"
"02114";"kristendom";;;;;;"kristndåm"
"02115";"kristiansand";"15";;;;;
"02116";"kritikk";;;;;;
"02117";"kritisere";;;;;;
"02118";"kritisk";;;;;;
"02119";"kritt";;;;;;"krit"
"02120";"kro";;;;;;"kro:"
"02121";"krok";"20";;;;;"kro:k"
"02122";"krokus";;;;;;
"02123";"krone";"12";"20";;;;"kro:ne"
"02124";"kronprins";"20";;;;;"kronprins"
"02125";"kronprinsesse";"12";"20";;;;"kronprinsese"
"02126";"kropp";;;;;;"kråp"
"02127";"kry";;;;;;
"02128";"krydder";;;;;;"kryder"
"02129";"krympe";;;;;;
"02130";"krype";"39";;;;;"kry:pe"
"02131";"kryss";;;;;;"krys"
"02132";"krysse";;;;;;
"02133";"kryste";;;;;;
"02134";"krøllete";;;;;;
"02135";"ku";;;;;;"ku:"
"02136";"kuk";"20";;;;;"ku:k"
"02137";"kukk";"20";;;;;"kuk"
"02138";"kul";"01";;;;;"ku:l"
"02139";"kul (2)";"20";;;;;"ku:l"
"02140";"kulde";;;;;;"kule"
"02141";"kulderekord";;;;;;
"02142";"kulepenn";;;;;;"ku:lepen"
"02143";"kull";;;;;;"kul"
"02144";"kultur";"20";;;;;"kultu:r"
"02145";"kulturhus";;;;;;
"02146";"kulturskole";;;;;;
"02147";"kun";;;;;;"kun"
"02148";"kunde";;;;;;"kunde"
"02149";"kunne";"39";;;;;"kune"
"02150";"kunngjøre";;;;;;"kunjø:re"
"02151";"kunnskap";;;;;;"kunska:p"
"02152";"kunst";;;;;;"kunst"
"02153";"kupp";"25";;;;;"kup"
"02154";"kurs";"27";;;;;"ku:ʃ"
"02155";"kurs (2)";"20";;;;;"ku:ʃ"
"02156";"kurv";;;;;;"ku:rv"
"02157";"kusine";;;;;;"kusi:ne"
"02158";"kutt";;;;;;
"02159";"kutte";;;;;;"kute"
"02160";"kvadratmeter";"23";;;;;"kva'dra:tme:ter"
"02161";"kvalitet";;;;;;"kvali'te:t"
"02162";"kvalm";"01";;;;;"kvalm"
"02163";"kvart";;;;;;"kvart"
"02164";"kvartal";;;;;;
"02165";"kvarter";;;;;;"kvar'te:r"
"02166";"kvekke";"39";;;;;"kveke"
"02167";"kveld";;;;;;"kvel"
"02168";"kveldskurs";;;;;;
"02169";"kverne";;;;;;
"02170";"kvinne";;;;;;"kvine"
"02171";"kvinneidrett";;;;;;
"02172";"kvinnelig";;;;;;
"02173";"kvittering";"12";"20";;;;"kvi'te:riŋ"
"02174";"kværne";;;;;;
"02175";"kylling";;;;;;
"02176";"kysse";"39";;;;;"kjyse"
"02177";"kyst";;;;;;"kjyst"
"02178";"kystklima";;;;;;
"02179";"kystlinje";;;;;;
"02180";"kø";"20";;;;;"kø:"
"02181";"københavn";"15";;;;;
"02182";"kål";;;;;;"kå:l"
"02183";"kåpe";"12";"20";;;;"kå:pe"
"02184";"la";"39";;;;;"la:"
"02185";"laboratorium";;;;;;
"02186";"lag";;;;;;"la:g"
"02187";"lage";;;;;;"la:ge"
"02188";"lager";;;;;;
"02189";"laks";;;;;;"laks"
"02190";"lakseskive";;;;;;
"02191";"lam";;;;;;"lam"
"02192";"lampe";;;;;;"lampe"
"02193";"land";;;;;;"lan"
"02194";"lande";;;;;;
"02195";"landsby";;;;;;
"02196";"landsdel";;;;;;
"02197";"landskap";;;;;;"lanska:p"
"02198";"landslag";;;;;;
"02199";"lang";;;;;;"laŋ"
"02200";"langfredag";;;;;;
"02201";"langhelg";;;;;;
"02202";"langkost";;;;;;
"02203";"langrenn";;;;;;"laŋren"
"02204";"langs";;;;;;"laŋs"
"02205";"langsom";;;;;;"laŋsåm"
"02206";"langt";;;;;;"laŋt"
"02207";"lansere";;;;;;
"02208";"lapp";"20";;;;;"lap"
"02209";"laste";"35";;;;;"laste"
"02210";"laste ned";"35";;;;;"laste ne:(d)"
"02211";"laste opp";;;;;;
"02212";"lat";;;;;;"la:t"
"02213";"late";;;;;;"la:te"
"02214";"latinamerikansk";;;;;;
"02215";"latter";;;;;;"later"
"02216";"latvia";;;;;;"latvia"
"02217";"latvisk";"20";;;;;"latvisk"
"02218";"latvisk (2)";"02";;;;;"latvisk"
"02219";"lav";;;;;;"la:v"
"02220";"lavalder";;;;;;
"02221";"lave";;;;;;
"02222";"le";"39";;;;;"le:"
"02223";"ledd";;;;;;"led"
"02224";"leddsetning";;;;;;"ledsetniŋ"
"02225";"lede";;;;;;"le:de"
"02226";"ledelse";;;;;;
"02227";"leder";;;;;;"le:der"
"02228";"ledig";"02";;;;;"le:di"
"02229";"ledning";;;;;;"le:dniŋ"
"02230";"lefse";;;;;;"lefse"
"02231";"lege";"20";;;;;"le:ge"
"02232";"lege (2)";"35";"36";;;;"le:ge"
"02233";"legekontor";;;;;;
"02234";"legeme";;;;;;"le:geme"
"02235";"legesenter";;;;;;
"02236";"legevakt";;;;;;
"02237";"legge";"39";;;;;"lege"
"02238";"legge seg";"39";;;;;
"02239";"legitimasjon";"20";;;;;"legitima'sjo:n"
"02240";"lei";;;;;;"læi"
"02241";"leie";"37";;;;;"læie"
"02242";"leie (2)";"12";"20";;;;"læie"
"02243";"leilighet";"12";"20";;;;"læilihe:t"
"02244";"leir";;;;;;"læir"
"02245";"lek";"20";;;;;"le:k"
"02246";"leke";"36";;;;;"le:ke"
"02247";"lekke";"39";;;;;"leke"
"02248";"lekse";;;;;;"lekse"
"02249";"leksjon";;;;;;"lek'sjo:n"
"02250";"lemleste";;;;;;
"02251";"lene";;;;;;"le:ne"
"02252";"lene seg";;;;;;
"02253";"lenestol";;;;;;
"02254";"lengde";"12";"20";;;;"leŋde"
"02255";"lenge";;;;;;"leŋe"
"02256";"lenger";;;;;;
"02257";"lengst";;;;;;
"02258";"lengte";;;;;;"leŋte"
"02259";"leppe";;;;;;"lepe"
"02260";"lese";;;;;;"le:se"
"02261";"leser";;;;;;
"02262";"leserinnlegg";;;;;;
"02263";"lete";;;;;;"le:te"
"02264";"lete etter";;;;;;
"02265";"lett";"02";;;;;"let"
"02266";"lett (2)";"07";;;;;"let"
"02267";"lett motorsykkel";;;;;;
"02268";"lette";"35";;;;;"lete"
"02269";"leve";;;;;;"le:ve"
"02270";"levende";;;;;;
"02271";"lever";;;;;;
"02272";"levere";;;;;;"le've:re"
"02273";"leverpostei";"20";;;;;"leverpostæi"
"02274";"lide";;;;;;"li:de"
"02275";"lidelse";"20";;;;;"li:delse"
"02276";"ligge";"39";;;;;"lige"
"02277";"ligne";;;;;;"liŋne"
"02278";"lignende";"03";;;;;"liŋnene"
"02279";"ligning";;;;;;"liŋniŋ"
"02280";"lik";;;;;;"li:k"
"02281";"lik (2)";;;;;;"li:k"
"02282";"like";"03";;;;;"li:ke"
"02283";"like (2)";;;;;;"li:ke"
"02284";"like (3)";;;;;;"li:ke"
"02285";"like (4)";"23";;;;;"li:ke"
"02286";"likegyldig";;;;;;"li:kejyldi"
"02287";"likeledes";;;;;;"li:kele:des"
"02288";"likesom";;;;;;"li:k(e)såm"
"02289";"likestilt";;;;;;
"02290";"likeså";;;;;;"li:k(e)så"
"02291";"likevel";;;;;;"li:kevel"
"02292";"likhet";;;;;;
"02293";"likne";;;;;;"liŋne"
"02294";"likne på";;;;;;
"02295";"liknende";"03";;;;;"liŋnene"
"02296";"likning";;;;;;"likniŋ"
"02297";"liksom";"32";;;;;"liksom"
"02298";"lilla";"03";;;;;"lila"
"02299";"lille";;;;;;
"02300";"lillebror";"23";;;;;"lilebro:r"
"02301";"lillehammer";"15";;;;;
"02302";"lillestrøm";"15";;;;;
"02303";"lillesøster";;;;;;
"02304";"lim";;;;;;"li:m"
"02305";"lime";;;;;;
"02306";"line";;;;;;
"02307";"linjal";;;;;;"lin'ja:l"
"02308";"linje";;;;;;"linje"
"02309";"lise";;;;;;
"02310";"lisens";"20";;;;;"lisens"
"02311";"liste";;;;;;
"02312";"lite";;;;;;"li:te"
"02313";"lite (2)";;;;;;"li:te"
"02314";"liten";"08";;;;;"li:ten"
"02315";"liter";;;;;;"li:ter"
"02316";"litt";"03";;;;;"lit"
"02317";"litteratur";;;;;;"litera'tu:r"
"02318";"liv";"25";;;;;"li:v"
"02319";"live";;;;;;
"02320";"livlig";;;;;;
"02321";"livssituasjon";;;;;;
"02322";"loff";"20";;;;;
"02323";"loft";"25";;;;;"låft"
"02324";"lokal";;;;;;"loka:l"
"02325";"lokale";;;;;;"loka:l"
"02326";"lokk";;;;;;
"02327";"lokke";;;;;;
"02328";"lomme";;;;;;"lome"
"02329";"lommebok";"13";"18";;;;"lomebo:k"
"02330";"lommetørkle";;;;;;"lometørkle"
"02331";"london";"15";;;;;
"02332";"lort";;;;;;
"02333";"los";;;;;;
"02334";"lov";;;;;;"lå:v"
"02335";"lov (2)";;;;;;"lå:v"
"02336";"love";;;;;;"lå:ve"
"02337";"lovlig";"02";;;;;"lå:vli"
"02338";"lovlig (2)";"07";;;;;"lå:vli"
"02339";"lue";"12";"20";;;;"lu:e"
"02340";"luft";;;;;;"luft"
"02341";"lufte";;;;;;
"02342";"luftlinje";"12";"20";;;;"luftlinje"
"02343";"lugar";;;;;;"luga:r"
"02344";"luke";;;;;;"lu:ke"
"02345";"lukke";;;;;;"loke"
"02346";"lukt";;;;;;"lukt"
"02347";"lukte";;;;;;"lokte"
"02348";"lun";"01";;;;;"lu:n"
"02349";"lunge";"12";"20";;;;"loŋe"
"02350";"lunke";"35";;;;;"loŋke"
"02351";"lunken";"05";;;;;"loŋken"
"02352";"lunsj";"20";;;;;"lønsj"
"02353";"lunsjkasse";;;;;;
"02354";"lur";"01";;;;;"lu:r"
"02355";"lur (2)";"20";;;;;"lu:r"
"02356";"lure";;;;;;"lu:re"
"02357";"lure på";;;;;;
"02358";"lyd";;;;;;"ly:d"
"02359";"lyde";"39";;;;;"ly:de"
"02360";"lykke";;;;;;"lyke"
"02361";"lykkelig";;;;;;"lykeli"
"02362";"lykkes";;;;;;"lykes"
"02363";"lyne";;;;;;
"02364";"lys";;;;;;"ly:s"
"02365";"lys (2)";;;;;;"ly:s"
"02366";"lyse";;;;;;
"02367";"lyse ut";;;;;;
"02368";"lyst";;;;;;"lyst"
"02369";"lyste";;;;;;
"02370";"lytte";;;;;;"lyte"
"02371";"lytteøving";;;;;;
"02372";"lyve";"39";;;;;"ly:ve"
"02373";"lær";;;;;;
"02374";"lære";;;;;;"læ:re"
"02375";"lærer";"21";;;;;"læ:rer"
"02376";"lærerskole";;;;;;
"02377";"læringsplattform";;;;;;
"02378";"løfte";;;;;;
"02379";"løk";"20";;;;;"lø:k"
"02380";"lønn";"12";"20";;;;"løn"
"02381";"lønnskonto";;;;;;
"02382";"lønnsoppgjør";;;;;;
"02383";"løp";;;;;;
"02384";"løpe";"39";;;;;"lø:pe"
"02385";"løper";;;;;;
"02386";"lørdag";;;;;;
"02387";"lørdagens";;;;;;
"02388";"løs";;;;;;
"02389";"løse";;;;;;
"02390";"løslate";;;;;;
"02391";"løsning";;;;;;
"02392";"løve";"20";;;;;"lø:ve"
"02393";"løvetann";"12";"20";;;;"lø:vetan"
"02394";"lån";;;;;;
"02395";"låne";;;;;;"lå:ne"
"02396";"lånekort";;;;;;
"02397";"lår";;;;;;
"02398";"låse";;;;;;
"02399";"låte";"39";;;;;"lå:te"
"02400";"madrid";"15";;;;;
"02401";"magasin";;;;;;
"02402";"mage";"20";;;;;"ma:ge"
"02403";"mai";"34";;;;;"mai"
"02404";"makt";;;;;;
"02405";"makte";;;;;;
"02406";"makten";;;;;;
"02407";"male";"36";;;;;"ma:le"
"02408";"mamma";;;;;;
"02409";"man";"31";;;;;"man"
"02410";"mandag";"20";;;;;
"02411";"mange";"08";;;;;"maŋe"
"02412";"mangel";;;;;;
"02413";"mangle";"35";;;;;"maŋle"
"02414";"mann";"23";;;;;"man"
"02415";"mannskap";;;;;;
"02416";"manuell";;;;;;
"02417";"mappe";;;;;;
"02418";"maraton";;;;;;
"02419";"margarin";"20";;;;;"margari:n"
"02420";"maritim";;;;;;
"02421";"mark";;;;;;"mark"
"02422";"marked";;;;;;"marked"
"02423";"markere";"36";;;;;"mar'ke:re"
"02424";"mars";"34";;;;;"mars"
"02425";"mars (2)";"28";;;;;"ma:rs"
"02426";"marsipan";;;;;;
"02427";"marsipankake";;;;;;
"02428";"mas";"25";;;;;"ma:s"
"02429";"mase";"36";;;;;"ma:se"
"02430";"masse";"20";;;;;"mase"
"02431";"massere";;;;;;
"02432";"mastergrad";;;;;;
"02433";"mat";"20";;;;;"ma:t"
"02434";"matavfall";;;;;;
"02435";"mate";"35";;;;;"ma:te"
"02436";"matematikk";"20";;;;;"matema'tik"
"02437";"material";"27";;;;;"materi'a:l"
"02438";"materiale";"26";;;;;"materi'a:le"
"02439";"materialer";;;;;;
"02440";"matlaging";"12";"20";;;;"ma:tla:giŋ"
"02441";"matpakke";"12";"20";;;;"ma:tpake"
"02442";"matpapir";;;;;;
"02443";"matte";"12";"20";;;;"mate"
"02444";"matte (2)";"20";;;;;"mate"
"02445";"med";"30";;;;;"me:"
"02446";"med det samme";;;;;;
"02447";"med én gang";;;;;;
"02448";"medarbeider";;;;;;
"02449";"media";;;;;;
"02450";"medietek";;;;;;
"02451";"medisin";"20";;;;;"medi'si:n"
"02452";"medium";"29";;;;;"me:dium"
"02453";"medium (2)";"07";;;;;"me:dium"
"02454";"medlem";;;;;;
"02455";"medvirke";;;;;;
"02456";"meg";"31";;;;;"mæi"
"02457";"meget";;;;;;
"02458";"meisle";;;;;;
"02459";"mekaniker";"21";;;;;"me'ka:niker"
"02460";"mekke";"35";;;;;"meke"
"02461";"mektig";"02";;;;;"mekti"
"02462";"mel";;;;;;
"02463";"melde";"36";;;;;"mele"
"02464";"melde seg på";;;;;;
"02465";"melding";;;;;;
"02466";"meldingen";;;;;;
"02467";"melk";"12";"20";;;;
"02468";"melke";;;;;;
"02469";"mellom";"30";;;;;
"02470";"mellomdistanse";;;;;;
"02471";"mellomnivå";;;;;;
"02472";"men";"17";;;;;"mæn"
"02473";"mene";"36";;;;;
"02474";"mengde";;;;;;
"02475";"mening";"12";"20";;;;"me:niŋ"
"02476";"menneske";;;;;;
"02477";"mens";;;;;;
"02478";"meny";;;;;;"me'ny:"
"02479";"mer";;;;;;
"02480";"merke";"35";;;;;
"02481";"merkelig";;;;;;
"02482";"merknad";"20";;;;;"mærknad"
"02483";"mest";;;;;;
"02484";"mesterskap";;;;;;
"02485";"meter";;;;;;
"02486";"mett";"02";;;;;
"02487";"middag";"20";;;;;
"02488";"middel";"29";;;;;"mid(el)"
"02489";"middelalderby";;;;;;
"02490";"middels";;;;;;
"02491";"midlertidig";"02";;;;;"midlerti:di"
"02492";"midnatt";"12";"20";;;;"midnat"
"02493";"midnattssol";"12";"20";;;;"midnatsso:l"
"02494";"midt";"20";;;;;"mit"
"02495";"midt (2)";"07";;;;;"mit"
"02496";"midt-norge";"15";;;;;"mitnårge"
"02497";"midtøsten";"15";;;;;"mitøsten"
"02498";"mil";"13";"23";;;;"mi:l"
"02499";"mild";"01";;;;;"mil"
"02500";"militær";;;;;;
"02501";"militær (2)";;;;;;
"02502";"miljø";;;;;;
"02503";"miljøvern";;;;;;
"02504";"mill";;;;;;
"02505";"milliard";"09";;;;;"mili'ard"
"02506";"million";"09";;;;;"mili'o:m"
"02507";"min";"09";;;;;"min"
"02508";"min (2)";"14";;;;;"minutt(er)"
"02509";"mindre";;;;;;
"02510";"minibank";"20";;;;;"mi:nibaŋk"
"02511";"minister";"22";;;;;"mi'nister"
"02512";"minne";"26";;;;;"mine"
"02513";"minne (2)";"39";;;;;"mine"
"02514";"minst";;;;;;
"02515";"minstelønn";;;;;;
"02516";"minus";;;;;;
"02517";"minutt";"27";;;;;"mi'nut"
"02518";"mislike";;;;;;
"02519";"mistanke";;;;;;
"02520";"miste";"35";;;;;
"02521";"mistenke";"36";;;;;
"02522";"mister";;;;;;
"02523";"mistrives";;;;;;
"02524";"mitt";;;;;;
"02525";"mobbe";"35";;;;;"måbe"
"02526";"mobil";"20";;;;;"mobi:l"
"02527";"mobil (2)";"01";;;;;"mobi:l"
"02528";"mobiltelefon";"20";;;;;"mo'bi:ltelefo:n"
"02529";"moderne";"03";;;;;"mo'dæ:rne"
"02530";"modifisere";;;;;;
"02531";"molde";"15";;;;;
"02532";"monitor";;;;;;
"02533";"moped";"20";;;;;"mo'pe:d"
"02534";"moppe";;;;;;
"02535";"mor";"13";"23";;;;"mo:r"
"02536";"moral";;;;;;
"02537";"mord";"25";;;;;"mord"
"02538";"morfar";"23";;;;;"morfar"
"02539";"morgen";"23";;;;;
"02540";"morges";;;;;;
"02541";"mormor";"13";"23";;;;"mormor"
"02542";"moro";"12";"20";;;;"moro"
"02543";"moro (2)";"03";;;;;"moro"
"02544";"morsk";;;;;;
"02545";"morsmål";"25";;;;;"morsmå:l"
"02546";"morsom";"08";;;;;"morsom"
"02547";"mose";;;;;;
"02548";"moské";;;;;;
"02549";"mot";"25";;;;;"mo:t"
"02550";"mot (2)";"30";;;;;"mo:t"
"02551";"motor";;;;;;
"02552";"motsatt";"02";;;;;"mo:tsat"
"02553";"motsetning";;;;;;
"02554";"motstand";;;;;;
"02555";"motta";"39";;;;;"mo:ta"
"02556";"mulig";"02";;;;;"mu:li"
"02557";"muligens";;;;;;
"02558";"mulighet";;;;;;
"02559";"munn";"20";;;;;"mun"
"02560";"muntlig";;;;;;"muntli"
"02561";"mure";;;;;;
"02562";"museum";"24";;;;;
"02563";"musikalsk";"02";;;;;"musi'ka:lsk"
"02564";"musikk";"20";;;;;"musik"
"02565";"musikkorps";;;;;;
"02566";"muskatnøtt";;;;;;
"02567";"muskel";"23";;;;;"muskel"
"02568";"muslim";;;;;;
"02569";"mye";"03";;;;;"my:e"
"02570";"myk";"01";;;;;"my:k"
"02571";"myndig";"02";;;;;"myndi"
"02572";"myndighet";"12";"20";;;;"myndihe:t"
"02573";"mynt";"20";;;;;
"02574";"myrde";;;;;;
"02575";"møbel";"29";;;;;"mø(:)bel"
"02576";"møblere";"36";;;;;"mø'ble:re"
"02577";"møblert";;;;;;
"02578";"mørk";"01";;;;;"mørk"
"02579";"mørketid";"12";"20";;;;"mørketi:"
"02580";"møte";"36";;;;;
"02581";"møte (2)";"26";;;;;
"02582";"møterom";;;;;;
"02583";"møtes";"39";;;;;"mø:tes"
"02584";"må";;;;;;
"02585";"mål";"25";;;;;"må:l"
"02586";"måle";"36";;;;;"må:le"
"02587";"måle seg med";"36";;;;;"må:le sæi me:"
"02588";"måltid";"27";;;;;"må:lti(d)"
"02589";"måned";"20";;;;;"må:ne(d)"
"02590";"månedskort";;;;;;
"02591";"måte";"20";;;;;"må:te"
"02592";"måtte";"39";;;;;"måte"
"02593";"nabo";"20";;;;;"na:bo"
"02594";"nabolag";"25";;;;;"na:bola:g"
"02595";"naken";;;;;;
"02596";"nappe";;;;;;
"02597";"narkotika";;;;;;
"02598";"narre";"35";;;;;
"02599";"nasjonal";"01";;;;;"nasjo'na:l"
"02600";"nasjonaldag";;;;;;
"02601";"nasjonalitet";"20";;;;;"nasjonali'te:t"
"02602";"nasjonalpark";"20";;;;;"nasjo'na:lpark"
"02603";"NATO";;;;;;
"02604";"natt";"13";"23";;;;"nat"
"02605";"natur";"20";;;;;"na'tu:r"
"02606";"naturfag";;;;;;
"02607";"naturfagrom";;;;;;
"02608";"naturlig";"02";;;;;"na'tu:rli"
"02609";"naturligvis";"07";;;;;"na'tu:rlivi:s"
"02610";"naturtalent";;;;;;
"02611";"nav";;;;;;
"02612";"navn";"25";;;;;"navn"
"02613";"ned";"07";;;;;"ne:d"
"02614";"nedafor";"30";;;;;"ne:denfår"
"02615";"nedbør";"20";;;;;"ne:dbø:r"
"02616";"nede";"30";;;;;"ne:de"
"02617";"nedenfor";"30";;;;;"ne:dafår"
"02618";"nederlag";;;;;;
