"DEFINITION_ID";"WORD_ID";"DEFINITION";"EXAMPLE_SENTENCE_01_ID";"EXAMPLE_SENTENCE_02_ID";"EXAMPLE_SENTENCE_03_ID";"EXAMPLE_SENTENCE_04_ID";"EXAMPLE_SENTENCE_05_ID";"EXAMPLE_SENTENCE_06_ID";"EXAMPLE_SENTENCE_07_ID";"EXAMPLE_SENTENCE_08_ID";"EXAMPLE_SENTENCE_09_ID";"EXAMPLE_SENTENCE_10_ID";"EXAMPLE_SENTENCE_11_ID";"EXAMPLE_SENTENCE_12_ID";"EXAMPLE_SENTENCE_13_ID";"EXAMPLE_SENTENCE_14_ID";"EXAMPLE_SENTENCE_15_ID";"EXAMPLE_SENTENCE_16_ID";"EXAMPLE_SENTENCE_17_ID";"EXAMPLE_SENTENCE_18_ID";"EXAMPLE_SENTENCE_19_ID";"EXAMPLE_SENTENCE_20_ID";"EXAMPLE_SENTENCE_21_ID";"EXAMPLE_SENTENCE_22_ID";"EXAMPLE_SENTENCE_23_ID";"EXAMPLE_SENTENCE_24_ID";"EXAMPLE_SENTENCE_25_ID";"EXAMPLE_SENTENCE_26_ID";"EXAMPLE_SENTENCE_27_ID";"EXAMPLE_SENTENCE_28_ID";"EXAMPLE_SENTENCE_29_ID";"EXAMPLE_SENTENCE_30_ID"
"04791";"03893A";"沈黙、無言の状態";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04792";"03894A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04793";"03895A";"タクシー";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04794";"03896A";"地下鉄";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04795";"03897A";"茶";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04796";"03898A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04797";"03899A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04798";"03900A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04799";"03901A";"①記号，身振り";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04800";"03901B";"②兆候、前兆";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04801";"03902A";"①描く";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04802";"03902B";"②加入する・させる";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04803";"03902C";"③兆しを見せる";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04804";"03903A";"手話";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04805";"03904A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04806";"03905A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04807";"03906A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04808";"03907A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04809";"03908A";"①文章、本体";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04810";"03908B";"②歌詞";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04811";"03908C";"③聖句";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04812";"03909A";"電話";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04813";"03910A";"留守番電話";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04814";"03911A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04815";"03912A";"数える";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04816";"03913A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04817";"03914A";"テーマ、主題";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04818";"03915A";"考える";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04819";"03916A";"①想像できる";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04820";"03916B";"②したい";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04821";"03917A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04822";"03918A";"①燃やす";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04823";"03918B";"②（電気やエンジンなどを）点ける、かける";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04824";"03919A";"（特に性的に）興味をかきたてる";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04825";"03920A";"テニス";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04826";"03921A";"理論上の、学理的な、仮定上の";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04827";"03922A";"説、論、理論";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04828";"03923A";"毛布、じゅうたん";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04829";"03924A";"いじめる";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04830";"03925A";"①学期、期間";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04831";"03925B";"②期限";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04832";"03925C";"③出産予定日";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04833";"03926A";"温度計、体温計";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04834";"03927A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04835";"03928A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04836";"03929A";"試験、検査、実験";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04837";"03930A";"ためす、試験する、実験する";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04838";"03931A";"①隙間や穴のない、空気・水などが漏らない";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04839";"03931B";"②密集した";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04840";"03931C";"③（副詞として）頻繁に";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04841";"03932A";"タイ語";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04842";"03933A";"１０";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04843";"03934A";"①時間、時、時期";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04844";"03934B";"②時代";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04845";"03935A";"早い";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04846";"03936A";"（時間）このまえ、そのまえ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04847";"03937A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04848";"03938A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04849";"03939A";"虎";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04850";"03940A";"①乞食をする";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04851";"03940B";"②懇願する";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04852";"03941A";"乞食";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04853";"03942A";"①（方向）に・へ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04854";"03942B";"②（目的・目的地）に";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04855";"03942C";"③（限度）まで、までに";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04856";"03942D";"④（所有・所属）の、に";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04857";"03942E";"⑤（時点）に";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04858";"03943A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04859";"03944A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04860";"03945A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04861";"03946A";"å være til stede（ある場所に人が）いる、出席している";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04862";"03947A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04863";"03948A";"①後ろへ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04864";"03948B";"②過去へ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04865";"03948C";"③元へ戻って";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04866";"03949A";"①オファー";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04867";"03949B";"②特典、買い得";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04868";"03950A";"提供する、差し出す、売りに出す";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04869";"03951A";"①場合、事例";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04870";"03951B";"②偶然のこと";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04871";"03952A";"①（場所・人・資料などへの）接近、立ち入り、入手";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04872";"03952B";"②利用の権利、アクセス";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04873";"03953A";"入手できる、利用できる、行きやすい、（人が）会える";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04874";"03954A";"属する";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04875";"03955A";"属、きずな、親密感";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04876";"03956A";"属";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04877";"03957A";"許可する";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04878";"03958A";"許可";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04879";"03959A";"付加、追加";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04880";"03960A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04881";"03961A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04882";"03962A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04883";"03963A";"①雇う、雇用する";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04884";"03963B";"②入れる、加える、混ぜる";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04885";"03964A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04886";"03965A";"①（スポーツイベントなどの）観客";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04887";"03965B";"②傍観者";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04888";"03966A";"状態、事態";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04889";"03967A";"十分な、足りる";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04890";"03968A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04891";"03969A";"一致する、相当する";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04892";"03970A";"～に一致する、～に相当する";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04893";"03971A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04894";"03972A";"処置、方策";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04895";"03973A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04896";"03974A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04897";"03975A";"①～時間、60分";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04898";"03975B";"②授業時間";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04899";"03975C";"③レッスン";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04900";"03975D";"④（病院等の）予約";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04901";"03976A";"学校のスケジュール";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04902";"03977A";"何時間も続けて";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04903";"03978A";"①物";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04904";"03978B";"②こと、事情";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04905";"03979A";"議会";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04906";"03980A";"①チップ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04907";"03980B";"②ヒント、アドバイス";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04908";"03981A";"火曜日";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04909";"03982A";"ペニス";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04910";"03983A";"小便、おしっこ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04911";"03984A";"小便をする、おしっこする";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04912";"03985A";"覗く";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04913";"03986A";"①タイトル、題名";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04914";"03986B";"②肩書";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04915";"03987A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04916";"03988A";"①稼ぐ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04917";"03988B";"②仕える、奉仕する";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04918";"03988C";"③かなう、合う";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04919";"03989A";"召し使い、使用人";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04920";"03990A";"①公共事業、サービス";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04921";"03990B";"②願い";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04922";"03990C";"③勤務";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04923";"03991A";"２０";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04924";"03992A";"①太い、太った";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04925";"03992B";"②厚い";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04926";"03992C";"③濃厚な、どろどろした";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04927";"03992D";"④愚鈍な";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04928";"03993A";"２";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04929";"03994A";"トイレ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04930";"03995A";"たばこ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04931";"03996A";"①電車、列車";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04932";"03996B";"②パレード、行列";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04933";"03997A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04934";"03998A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04935";"03999A";"通訳者";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04936";"04000A";"１２";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04937";"04001A";"①空っぽの";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04938";"04001B";"②事実に基づていない";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04939";"04002A";"トマト";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04940";"04003A";"土地、敷地";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04941";"04004A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04942";"04005A";"トン";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04943";"04006A";"①頂上";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04944";"04006B";"②上部";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04945";"04006C";"③最高、最上、トップ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04946";"04006D";"④女性用の上半身の服";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04947";"04007A";"最高の、最良の";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04948";"04008A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04949";"04009A";"雷鳴";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04950";"04010A";"雷が鳴る";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04951";"04011A";"敢えて～、冒険する、勇気を出して～する";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04952";"04012A";"木曜日";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04953";"04013A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04954";"04014A";"完全な、全体の";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04955";"04015A";"合計";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04956";"04016A";"伝統の";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04957";"04017A";"道路利用者";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04958";"04018A";"交通";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04959";"04019A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04960";"04020A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04961";"04021A";"肝油";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04962";"04022A";"①狭い、場所のない";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04963";"04022B";"②貧乏な";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04964";"04023A";"①輸送、運送";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04965";"04023B";"②輸送されるもの";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04966";"04024A";"輸送する";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04967";"04025A";"階段";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04968";"04026A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04969";"04027A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04970";"04028A";"忙しい";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04971";"04029A";"３";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04972";"04030A";"木、木造";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04973";"04031A";"第３";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04974";"04032A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04975";"04033A";"①会う、出会う";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04976";"04033B";"②当たる、当てる";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04977";"04034A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04978";"04035A";"引く、引っ張る";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04979";"04036A";"控除する、減算する、引く";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04980";"04037A";"①運動する、訓練する";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04981";"04037B";"②訓練させる";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04982";"04038A";"コーチ、トレーナー";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04983";"04039A";"必要とする、要る";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04984";"04040A";"①運動";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04985";"04040B";"②訓練";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04986";"04041A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04987";"04042A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04988";"04043A";"スポーツジム";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04989";"04044A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04990";"04045A";"１３";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04991";"04046A";"トラム、路面電車";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04992";"04047A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04993";"04048A";"①車輪のついたものを押す";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04994";"04048B";"②転がる";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04995";"04049A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04996";"04050A";"①運動する";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04997";"04050B";"②トリムする";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04998";"04051A";"①悲しい";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04999";"04051B";"②つまらない";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05000";"04052A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05001";"04053A";"気持ちよく過ごす";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05002";"04054A";"①（分からないが）思う";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05003";"04054B";"②信じる、信用する";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05004";"04055A";"おそらく～だろう、思われる";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05005";"04056A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05006";"04057A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05007";"04058A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05008";"04059A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05009";"04060A";"熱帯（地方）の";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05010";"04061A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05011";"04062A";"脅かす";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05012";"04063A";"パンツ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05013";"04064A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05014";"04065A";"給付金";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05015";"04066A";"①安全な";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05016";"04066B";"②落ち着いた、心配のない";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05017";"04067A";"①圧力";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05018";"04067B";"②強調、強勢";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05019";"04068A";"①押す";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05020";"04068B";"②印刷、刷る";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05021";"04069A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05022";"04070A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05023";"04071A";"慰め";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05024";"04072A";"慰める";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05025";"04073A";"①疲れている";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05026";"04073B";"②眠い";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05027";"04073C";"③つまらない、飽きている";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05028";"04074A";"踏む";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05029";"04075A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05030";"04076A";"Tシャツ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05031";"04077A";"①管、筒";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05032";"04077B";"②チューブ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05033";"04078A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05034";"04079A";"トンネル";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05035";"04080A";"①重い";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05036";"04080B";"②遅い、難しい";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05037";"04080C";"③悲しい";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05038";"04081A";"トンネル";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05039";"04082A";"①順番";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05040";"04082B";"②旅、出かけ、散歩";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05041";"04083A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05042";"04084A";"観光客";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05043";"04085A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05044";"04086A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05045";"04087A";"往復";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05046";"04088A";"①千、1000";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05047";"04088B";"②たくさん";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05048";"04089A";"1000クローネ札";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05049";"04090A";"何千もある";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05050";"04091A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05051";"04092A";"テレビ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05052";"04093A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05053";"04094A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05054";"04095A";"疑い、疑惑";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05055";"04096A";"疑う、（あることが）なさそうだと思う";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05056";"04097A";"①双子";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05057";"04097B";"②ふたご座";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05058";"04098A";"強制する、強要する";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05059";"04099A";"読み解く";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05060";"04100A";"暗示する";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05061";"04101A";"①くっきりした、分かりやすい";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05062";"04101B";"②明らかな、明白な";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05063";"04102A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05064";"04103A";"①太い、太った";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05065";"04103B";"②厚い";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05066";"04103C";"③濃厚な、どろどろした";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05067";"04103D";"④愚鈍な";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05068";"04104A";"殺す、いじめる";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05069";"04105A";"①細い";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05070";"04105B";"②軽い";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05071";"04105C";"③薄い";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05072";"04105D";"④まばらの";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05073";"04105E";"⑤大した内容のない";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05074";"04106A";"①種類、タイプ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05075";"04106B";"②男、彼氏";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05076";"04106C";"③活字、活版";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05077";"04107A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05078";"04108A";"トルコ (Tyrkia)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05079";"04109A";"ドイツ（人・語）の";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05080";"04110A";"ドイツ語";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
